Cat,Res,Region,Dataset,mean,sem,median,ci68_hi,ci68_lo
Reanalysis,0.1,Amazon,pr_era,-0.0047233927634142865,0.07509233580387054,-0.0023188510958996947,0.07036894304045625,-0.07981572856728482
Reanalysis,0.1,Congo,pr_era,0.2893151110188425,0.07557785110063343,0.02404874646546331,0.3648929621194759,0.21373725991820908
Reanalysis,0.1,SEA,pr_era,-0.03684768786118122,0.18367810988945898,0.0009437177905567659,0.14683042202827776,-0.2205257977506402
Reanalysis,0.1,Tropics,pr_era,0.04048850704979034,0.07130870996664113,0.002580241164166974,0.11179721701643147,-0.030820202916850788
Reanalysis,0.25,Amazon,pr_era,0.24049263691467573,0.2803010568595743,0.0002988599053857646,0.52079369377425,-0.03980841994489856
Reanalysis,0.25,Congo,pr_era,-0.5614441965881978,0.5187263346407885,0.05895140209042701,-0.04271786194740923,-1.0801705312289864
Reanalysis,0.25,SEA,pr_era,0.7074202997871168,0.868653939642288,-0.0031046543673404546,1.576074239429405,-0.16123363985517114
Reanalysis,0.25,Tropics,pr_era,0.3809668930101116,0.3209839360156855,0.008980661403305354,0.7019508290257971,0.05998295699442613
Reanalysis,0.5,Amazon,pr_era,-0.30621045050938955,0.9023548100120338,-0.01637906459510852,0.5961443595026442,-1.2085652605214232
Reanalysis,0.5,Congo,pr_era,-0.971489787816258,0.9703555491127688,0.07987604579522523,-0.0011342387034892765,-1.9418453369290267
Reanalysis,0.5,SEA,pr_era,1.4475273929152206,1.8042578705637191,0.06037347402901107,3.25178526347894,-0.3567304776484985
Reanalysis,0.5,Tropics,pr_era,0.3577690701187698,0.7959462450816035,0.012252191272507791,1.1537153152003734,-0.4381771749628337
Reanalysis,1.0,Amazon,pr_era,1.4015994826949405,2.297471803651405,0.037116698384009265,3.6990712863463453,-0.8958723209564643
Reanalysis,1.0,Amazon,pr_jra,0.3066482873185599,2.4560103523791437,-0.18213150237886871,2.7626586396977038,-2.1493620650605836
Reanalysis,1.0,Amazon,pr_merra,-1.7616881296566516,6.048615176746462,-0.4615246868211067,4.28692704708981,-7.810303306403114
Reanalysis,1.0,Amazon,pr_noaa,1.6616899035882349,1.6501410831291334,0.03619763492831623,3.3118309867173683,0.011548820459101439
Reanalysis,1.0,Congo,pr_era,-4.573762211328971,2.431649569953449,-0.44171000549316897,-2.1421126413755216,-7.00541178128242
Reanalysis,1.0,Congo,pr_jra,7.088187757449229,3.0265049274217253,0.2758542098796698,10.114692684870954,4.061682830027504
Reanalysis,1.0,Congo,pr_merra,1.0075366387681604,12.986329902980607,-0.7161682019191017,13.993866541748767,-11.978793264212447
Reanalysis,1.0,Congo,pr_noaa,1.9503291018405164,2.64798464669714,0.0342707239525847,4.598313748537656,-0.6976555448566235
Reanalysis,1.0,SEA,pr_era,-0.09299787900926997,4.539056213098937,0.01641724735770919,4.446058334089667,-4.632054092108207
Reanalysis,1.0,SEA,pr_jra,-0.8642995700717826,3.7812721909529663,0.3221646307971389,2.9169726208811837,-4.645571761024749
Reanalysis,1.0,SEA,pr_merra,21.072858934813354,16.68941549394918,0.9782495970224995,37.76227442876254,4.383443440864173
Reanalysis,1.0,SEA,pr_noaa,-3.6137833506706065,1.8435146351838965,-0.21856215691782951,-1.77026871548671,-5.4572979858545025
Reanalysis,1.0,Tropics,pr_era,0.9542164091942641,2.3243266229874218,-0.015141312443465135,3.2785430321816857,-1.3701102137931578
Reanalysis,1.0,Tropics,pr_jra,0.7121096738806018,1.585919811422405,0.0023836029438388893,2.2980294853030068,-0.8738101375418031
Reanalysis,1.0,Tropics,pr_merra,2.113396840141898,6.0007470035692885,-0.23425383392073212,8.114143843711187,-3.8873501634273904
Reanalysis,1.0,Tropics,pr_noaa,0.18248146364260376,0.9588367194066374,-0.021449357297549994,1.1413181830492412,-0.7763552557640336
Reanalysis,2.0,Amazon,pr_era,14.820885941392362,7.488743713677475,0.5967726488413012,22.309629655069838,7.332142227714887
Reanalysis,2.0,Amazon,pr_jra,3.4290289182542515,7.1744455489051715,0.039475146751850834,10.603474467159423,-3.74541663065092
Reanalysis,2.0,Amazon,pr_merra,3.696611864621446,13.199846217596097,-1.051058909479826,16.896458082217542,-9.503234352974651
Reanalysis,2.0,Amazon,pr_noaa,18.809045886978026,8.130483434767456,0.18737285113216956,26.939529321745482,10.67856245221057
Reanalysis,2.0,Congo,pr_era,3.5304943449057604,3.5481143705115357,0.5679222853015357,7.078608715417296,-0.017620025605775247
Reanalysis,2.0,Congo,pr_jra,-1.205936638397683,4.021834432582672,-0.2717400909020672,2.815897794184989,-5.227771070980355
Reanalysis,2.0,Congo,pr_merra,42.06937993312306,41.62802211501357,0.4211131177636016,83.69740204813664,0.4413578181094877
Reanalysis,2.0,Congo,pr_noaa,9.49484010216005,5.882968064575092,0.122057436473465,15.377808166735141,3.6118720375849573
Reanalysis,2.0,SEA,pr_era,-0.9288836171752417,5.798680040556717,0.17897877907682078,4.869796423381476,-6.727563657731959
Reanalysis,2.0,SEA,pr_jra,5.9731697410850915,7.027071642963432,0.33513444775881734,13.000241384048524,-1.0539019018783407
Reanalysis,2.0,SEA,pr_merra,-2.658296394681784,11.632705265260432,-0.18807422903707743,8.974408870578648,-14.291001659942216
Reanalysis,2.0,SEA,pr_noaa,-4.821000807098879,2.4917711095643558,-0.04334263555113727,-2.3292296975345232,-7.312771916663235
Reanalysis,2.0,Tropics,pr_era,8.161806517700112,4.415295881438066,0.28039106388347623,12.577102399138179,3.7465106362620464
