Cat,Res,Region,Dataset,mean,sem,median,ci68_hi,ci68_lo
Reanalysis,0.1,Amazon,pr_era,0.00986554545158791,0.07511077665800692,0.001725055932715937,0.08497632210959483,-0.06524523120641901
Reanalysis,0.1,Congo,pr_era,0.08254011209310746,0.07305300020907099,0.011572193856507935,0.15559311230217845,0.009487111884036475
Reanalysis,0.1,SEA,pr_era,0.13092767209855202,0.16059375943193444,-0.002513403164374331,0.2915214315304865,-0.029666087333382413
Reanalysis,0.1,Tropics,pr_era,0.08055540451031436,0.06873607163612296,0.0004404627849088774,0.1492914761464373,0.011819332874191402
Reanalysis,0.25,Amazon,pr_era,-0.4632511959738047,0.28684705964475277,0.002091390581296819,-0.17640413632905194,-0.7500982556185575
Reanalysis,0.25,Congo,pr_era,1.098939309927281,1.0060715853111641,0.032219559208006086,2.105010895238445,0.09286772461611692
Reanalysis,0.25,SEA,pr_era,0.9567117779427473,0.7156784455350479,-0.009515744982869986,1.6723902234777952,0.24103333240769942
Reanalysis,0.25,Tropics,pr_era,0.397686442057797,0.30684884615110025,0.0003834788847021322,0.7045352882088973,0.09083759590669677
Reanalysis,0.5,Amazon,pr_era,-0.7325765453864881,0.8189175193284722,-0.007605825786611049,0.08634097394198414,-1.5514940647149604
Reanalysis,0.5,Congo,pr_era,0.18027673557241655,0.8927308606577147,0.04473870987438291,1.0730075962301313,-0.7124541250852982
Reanalysis,0.5,SEA,pr_era,0.21844784722561586,1.465954306711138,-0.010796928261990347,1.684402153936754,-1.247506459485522
Reanalysis,0.5,Tropics,pr_era,0.01695233306947554,0.6217431370159257,4.227013044642591e-07,0.6386954700854012,-0.6047908039464501
Reanalysis,1.0,Amazon,pr_era,0.7304405561133784,1.9287731658302623,0.01802716816303634,2.6592137219436407,-1.1983326097168838
Reanalysis,1.0,Amazon,pr_jra,2.9502169419151514,3.061262970549872,-0.045976730345945994,6.011479912465024,-0.1110460286347208
Reanalysis,1.0,Amazon,pr_merra,0.6376599496583434,4.962034480332606,-0.003448797751577231,5.599694429990949,-4.3243745306742625
Reanalysis,1.0,Amazon,pr_noaa,0.37812348278380414,1.058026002489309,0.010243407938291633,1.4361494852731131,-0.6799025197055047
Reanalysis,1.0,Congo,pr_era,1.108180035138483,2.5148555342875656,0.18631896792002955,3.6230355694260483,-1.4066754991490826
Reanalysis,1.0,Congo,pr_jra,3.012797339989729,5.566773764507552,0.3061451688471417,8.579571104497282,-2.5539764245178227
Reanalysis,1.0,Congo,pr_merra,12.566415302917342,8.65930615103309,-0.042208449336597044,21.225721453950435,3.907109151884251
Reanalysis,1.0,Congo,pr_noaa,-0.6328545951601211,0.7629022598327327,0.07641996890537019,0.13004766467261164,-1.3957568549928538
Reanalysis,1.0,SEA,pr_era,-0.39360427114093866,3.9342162568161805,0.12751941067293532,3.540611985675242,-4.327820527957119
Reanalysis,1.0,SEA,pr_jra,-6.122879212523332,4.663461554304498,0.286939726463158,-1.4594176582188334,-10.78634076682783
Reanalysis,1.0,SEA,pr_merra,8.430108468206491,15.867810884328577,0.2091491690218916,24.297919352535068,-7.437702416122086
Reanalysis,1.0,SEA,pr_noaa,-0.9156967600082512,1.2656084213486247,0.0019181985119450181,0.34991166134037355,-2.181305181356876
Reanalysis,1.0,Tropics,pr_era,0.15429108211716538,1.633494853384754,0.07576630746947657,1.7877859355019194,-1.4792037712675885
Reanalysis,1.0,Tropics,pr_jra,-0.035560636224700834,2.0368844559801285,0.06503352992660348,2.0013238197554277,-2.072445092204829
Reanalysis,1.0,Tropics,pr_merra,3.9548407373815277,5.140832846308052,0.040073099298940755,9.09567358368958,-1.185992108926524
Reanalysis,1.0,Tropics,pr_noaa,-0.051139990688939,0.5788333597257762,0.018116147936378862,0.5276933690368372,-0.6299733504147152
Reanalysis,2.0,Amazon,pr_era,6.442967749179357,3.963529752646377,0.09880620371712397,10.406497501825735,2.47943799653298
Reanalysis,2.0,Amazon,pr_jra,7.227413395023994,7.271316985575305,0.09059951456658674,14.498730380599298,-0.04390359055131032
Reanalysis,2.0,Amazon,pr_merra,-2.252965538582207,9.304321647613316,-0.567405666898741,7.051356109031109,-11.557287186195524
Reanalysis,2.0,Amazon,pr_noaa,17.730522782937513,7.647976192053427,0.2812125020363044,25.37849897499094,10.082546590884085
Reanalysis,2.0,Congo,pr_era,7.661010717361176,4.096689800959924,0.5862315089332534,11.7577005183211,3.564320916401252
Reanalysis,2.0,Congo,pr_jra,-3.970531428688435,5.062233785198062,-0.18582913942491597,1.0917023565096273,-9.032765213886497
