lat,lon,Region,historic_forest_change,proj_forest_change
-10.0,148.0,SEA,-1.7916249988967365,-0.7549863998960021
-8.0,146.0,SEA,-1.4217500033539352,-14.000027844960611
-6.0,146.0,SEA,-3.1394999981491907,-1.120008940956751
-6.0,150.0,SEA,-0.29702500006924026,-10.655001347766078
-4.0,122.0,SEA,-11.789925013822113,-13.155106390287736
-4.0,104.0,SEA,-51.1443499881397,-0.07999977197851538
-2.0,106.0,SEA,-33.53824999386973,-1.8449831224250965
-2.0,120.0,SEA,-0.08364999999835732,-26.64006969095834
0.0,120.0,SEA,-17.90687498152799,-29.245001783843108
-2.0,102.0,SEA,-23.74782499249038,-47.83997683851081
-2.0,104.0,SEA,-47.035500055804334,-11.784883033949026
-2.0,116.0,SEA,-55.04424996968011,-21.035084092018607
-2.0,114.0,SEA,-0.45095008682558557,-16.425006236122336
-2.0,112.0,SEA,-51.054674963323215,-4.935034549410677
0.0,110.0,SEA,-35.66787502298508,-24.115000733730934
0.0,116.0,SEA,-30.961274989668553,-3.9049987758591342
0.0,114.0,SEA,-0.07187500062433116,-6.015989649923606e-11
2.0,114.0,SEA,-2.388775000171165,-57.230079850155235
2.0,116.0,SEA,-0.10184999993107624,-37.74996682411811
2.0,112.0,SEA,-3.453374998767657,-31.160059446338344
4.0,116.0,SEA,-0.3088499998046217,-36.0400106575946
4.0,114.0,SEA,-24.319499997048865,-64.48993973998815
-8.0,142.0,SEA,-12.62467498158852,-2.9099848765678806
-8.0,140.0,SEA,-0.6650500006896749,-6.000034430903699
-8.0,138.0,SEA,-0.9249500002550093,-7.42500376951173
-6.0,140.0,SEA,-0.049950000338128575,-28.620034923243367
-6.0,142.0,SEA,-0.09432500090750295,-1.1900018954179428
-6.0,144.0,SEA,-0.419974999434956,-3.985004357218528
-4.0,142.0,SEA,-0.3342750006891606,-19.950003405975142
-4.0,140.0,SEA,-0.910025002787151,-2.985002008719473
-4.0,144.0,SEA,-3.9029749960818094,-12.369937785057367
-4.0,138.0,SEA,-2.2567499968758398,-2.5249603437791595
-2.0,138.0,SEA,-0.03662500012526948,-19.445038845661117
-2.0,134.0,SEA,-0.6798000058284828,-5.609977392808837
8.0,124.0,SEA,-2.5865749991754257,-40.10997556192063
2.0,104.0,SEA,-43.50667503145122,-25.83502541428131
4.0,102.0,SEA,-4.6903500224172205,-35.21504676163705
4.0,108.0,SEA,-9.192674989170214,-13.10999704203523
12.0,108.0,SEA,-4.457825037039328,-23.994061179816676
12.0,104.0,SEA,-0.8273249994683738,-21.865248252380646
14.0,104.0,SEA,-82.345374998098,-50.289025932189425
16.0,106.0,SEA,-0.6835999997979201,-1.9049898180708176
18.0,122.0,SEA,-4.476950010908638,-39.56502618979854
16.0,108.0,SEA,-17.5664499924275,-55.42446244068942
18.0,106.0,SEA,-2.33750000134728,-52.02560147696277
18.0,102.0,SEA,-0.2778750007156532,-25.659949172192437
20.0,102.0,SEA,-18.07104998288927,-26.60403399396158
20.0,104.0,SEA,-31.027150008785554,-10.335674252144795
22.0,104.0,SEA,-2.488874998421494,-28.20059856339265
22.0,106.0,SEA,-10.26817499603493,-22.985531214789372
22.0,102.0,SEA,-1.714800000802569,-19.34969650439411
26.0,98.0,SEA,-0.2485500005450092,-19.135812405301575
26.0,96.0,SEA,-0.2251499998689468,-23.770790355376818
